Date,NAV
2011-11-11,86.900836
2011-11-14,86.698625
2011-11-15,86.406771
2011-11-16,86.307411
2011-11-17,86.01693
2011-11-18,85.764288
2011-11-21,85.109283
2011-11-22,84.741391
2011-11-23,84.269246
2011-11-25,84.423779
2011-11-28,84.664208
2011-11-29,84.714113
2011-11-30,85.365117
2011-12-01,85.314153
2011-12-02,85.804851
2011-12-05,86.321454
2011-12-06,86.45992
2011-12-07,86.589726
2011-12-08,86.599339
2011-12-09,86.571811
2011-12-12,86.449072
2011-12-13,86.576118
2011-12-14,86.386615
2011-12-15,86.48805
2011-12-16,86.562166
2011-12-19,86.647691
2011-12-20,86.881796
2011-12-21,87.063344
2011-12-22,87.259447
2011-12-23,87.406924
2011-12-27,86.979077
2011-12-28,87.131848
2011-12-29,87.325829
2011-12-30,87.400157
2012-01-03,87.969617
2012-01-04,88.189078
2012-01-05,88.188047
2012-01-06,88.255532
2012-01-09,88.289257
2012-01-10,88.512659
2012-01-11,88.440662
2012-01-12,88.416928
2012-01-13,88.175188
2012-01-17,88.404683
2012-01-18,88.456545
2012-01-19,88.713986
2012-01-20,88.733572
2012-01-23,89.022917
2012-01-24,89.129211
2012-01-25,89.39083
2012-01-26,89.943817
2012-01-27,89.947662
2012-01-30,89.747669
2012-01-31,89.862893
2012-02-01,89.600464
2012-02-02,89.611442
2012-02-03,89.894334
2012-02-06,89.991162
2012-02-07,90.053758
2012-02-08,90.201978
2012-02-09,90.230086
2012-02-10,89.872062
2012-02-13,90.069214
2012-02-14,90.030021
2012-02-15,90.008575
2012-02-16,89.84719
2012-02-17,90.164909
2012-02-21,90.350789
2012-02-22,90.454578
2012-02-23,90.708863
2012-02-24,90.991611
2012-02-27,91.077167
2012-02-28,91.271445
2012-02-29,91.402325
2012-03-01,90.929176
2012-03-02,90.900763
2012-03-05,90.590196
2012-03-06,89.793245
2012-03-07,89.960155
2012-03-08,90.144897
2012-03-09,90.288694
2012-03-12,90.31126
2012-03-13,90.421442
2012-03-14,90.555373
2012-03-15,90.388766
2012-03-16,90.354114
2012-03-19,90.403234
2012-03-20,90.302512
2012-03-21,90.403122
2012-03-22,90.252924
2012-03-23,90.139814
2012-03-26,90.290696
2012-03-27,90.348143
2012-03-28,90.345553
2012-03-29,90.181176
2012-03-30,90.277768
2012-04-02,89.777538
2012-04-03,89.864747
2012-04-04,89.722806
2012-04-05,89.603201
2012-04-09,89.287165
2012-04-10,89.111899
2012-04-11,89.042036
2012-04-12,89.322073
2012-04-13,89.344892
2012-04-16,89.385588
2012-04-17,89.643619
2012-04-18,89.673735
2012-04-19,89.7366
2012-04-20,89.760614
2012-04-23,89.785326
2012-04-24,89.908749
2012-04-25,90.240212
2012-04-26,90.244796
2012-04-27,90.503605
2012-04-30,90.668417
2012-05-01,90.549177
2012-05-02,90.470934
2012-05-03,90.574308
2012-05-04,90.610456
2012-05-07,90.628254
2012-05-08,90.577675
2012-05-09,90.425021
2012-05-10,90.565662
2012-05-11,90.501444
2012-05-14,90.284529
2012-05-15,90.084988
2012-05-16,89.650269
2012-05-17,88.887079
2012-05-18,88.470012
2012-05-21,88.128193
2012-05-22,88.55265
2012-05-23,88.212103
2012-05-24,88.279499
2012-05-25,88.314032
2012-05-29,88.612027
2012-05-30,88.44321
2012-05-31,88.332673
2012-06-01,87.284149
2012-06-04,87.051169
2012-06-05,86.831125
2012-06-06,87.419935
2012-06-07,87.95117
2012-06-08,87.957701
2012-06-11,88.157204
2012-06-12,88.027465
2012-06-13,88.128694
2012-06-14,88.241998
2012-06-15,88.452673
2012-06-18,88.582719
2012-06-19,89.073422
2012-06-20,89.474321
2012-06-21,89.544733
2012-06-22,89.468936
2012-06-25,89.369894
2012-06-26,89.401703
2012-06-27,89.61167
2012-06-28,89.661004
2012-06-29,90.061487
2012-07-02,89.751864
2012-07-03,89.973989
2012-07-05,90.049182
2012-07-06,90.078712
2012-07-09,90.082865
2012-07-10,90.213493
2012-07-11,90.261434
2012-07-12,90.140511
2012-07-13,90.198253
2012-07-16,90.241456
2012-07-17,90.343346
2012-07-18,90.483828
2012-07-19,90.707843
2012-07-20,90.729697
2012-07-23,90.476776
2012-07-24,90.467931
2012-07-25,90.406804
2012-07-26,90.59299
2012-07-27,90.767803
2012-07-30,91.038812
2012-07-31,91.215189
2012-08-01,90.859126
2012-08-02,90.837434
2012-08-03,91.060422
2012-08-06,91.249062
2012-08-07,91.407951
2012-08-08,91.379723
2012-08-09,91.344967
2012-08-10,91.201678
2012-08-13,91.226746
2012-08-14,91.218449
2012-08-15,91.065427
2012-08-16,91.011629
2012-08-17,91.060944
2012-08-20,91.163328
2012-08-21,91.318385
2012-08-22,91.341727
2012-08-23,91.386882
2012-08-24,91.36705
2012-08-27,91.466299
2012-08-28,91.505103
2012-08-29,91.552875
2012-08-30,91.551242
2012-08-31,91.610372
2012-09-04,91.194875
2012-09-05,91.240081
2012-09-06,91.483075
2012-09-07,91.823593
2012-09-10,91.973718
2012-09-11,92.187277
2012-09-12,92.471998
2012-09-13,92.611749
2012-09-14,93.062387
2012-09-17,93.120086
2012-09-18,93.126987
2012-09-19,93.13322
2012-09-20,92.970677
2012-09-21,92.910715
2012-09-24,92.719747
2012-09-25,92.51057
2012-09-26,91.891411
2012-09-27,92.108871
2012-09-28,92.111493
2012-10-01,91.76902
2012-10-02,91.900546
2012-10-03,91.87287
2012-10-04,92.009371
2012-10-05,92.176752
2012-10-08,92.228358
2012-10-09,92.207249
2012-10-10,92.052367
2012-10-11,92.237573
2012-10-12,92.284352
2012-10-15,92.427162
2012-10-16,92.586376
2012-10-17,92.855149
2012-10-18,92.94659
2012-10-19,92.890043
2012-10-22,92.966652
2012-10-23,92.63078
2012-10-24,92.610813
2012-10-25,92.715046
2012-10-26,92.512259
2012-10-31,92.468984
2012-11-01,91.978549
2012-11-02,92.068082
2012-11-05,92.12515
2012-11-06,92.296874
2012-11-07,92.103719
2012-11-08,92.008121
2012-11-09,91.758195
2012-11-12,91.760081
2012-11-13,91.543397
2012-11-14,91.346775
2012-11-15,90.978638
2012-11-16,90.795344
2012-11-19,91.103548
2012-11-20,91.362355
2012-11-21,91.521244
2012-11-23,91.578774
2012-11-26,91.742885
2012-11-27,91.900893
2012-11-28,91.954558
2012-11-29,92.211176
2012-11-30,92.393364
2012-12-03,92.085673
2012-12-04,92.22267
2012-12-05,92.54784
2012-12-06,92.702802
2012-12-07,92.963859
2012-12-10,93.030124
2012-12-11,93.194887
2012-12-12,93.349234
2012-12-13,93.408385
2012-12-14,93.347859
2012-12-17,93.352236
2012-12-18,93.425442
2012-12-19,93.504607
2012-12-20,93.58623
2012-12-21,93.455118
2012-12-24,93.509777
2012-12-26,93.006135
2012-12-27,93.030997
2012-12-28,92.985245
2012-12-31,92.970374
2013-01-02,93.353713
2013-01-03,93.569771
2013-01-04,93.648218
2013-01-07,93.720561
2013-01-08,93.824862
2013-01-09,93.882393
2013-01-10,93.986093
2013-01-11,94.075102
2013-01-14,94.147975
2013-01-15,94.078844
2013-01-16,94.014793
2013-01-17,94.163114
2013-01-18,94.221921
2013-01-22,94.316327
2013-01-23,94.411671
2013-01-24,94.522201
2013-01-25,94.622734
2013-01-28,94.636742
2013-01-29,94.480963
2013-01-30,94.324994
2013-01-31,93.987964
2013-02-01,93.478969
2013-02-04,93.412421
2013-02-05,93.198013
2013-02-06,93.149966
2013-02-07,93.039462
2013-02-08,92.994258
2013-02-11,93.035535
2013-02-12,93.054898
2013-02-13,93.189675
2013-02-14,93.242669
2013-02-15,93.288526
2013-02-19,93.402798
2013-02-20,93.458974
2013-02-21,93.357423
2013-02-22,93.398206
2013-02-25,93.52779
2013-02-26,93.449279
2013-02-27,93.538879
2013-02-28,93.707594
2013-03-01,93.20861
2013-03-04,93.28516
2013-03-05,93.458033
2013-03-06,93.553152
2013-03-07,93.630691
2013-03-08,93.675896
2013-03-11,93.733971
2013-03-12,93.792753
2013-03-13,93.819581
2013-03-14,93.886746
2013-03-15,93.99194
2013-03-18,93.909212
2013-03-19,93.982
2013-03-20,93.974384
2013-03-21,93.998118
2013-03-22,94.018733
2013-03-25,94.078523
2013-03-26,94.024354
2013-03-27,94.081284
2013-03-28,94.021429
2013-04-01,93.660209
2013-04-02,93.752408
2013-04-03,93.812274
2013-04-04,93.796541
2013-04-05,93.678682
2013-04-08,93.761197
2013-04-09,93.851003
2013-04-10,94.064159
2013-04-11,94.270292
2013-04-12,94.327239
2013-04-15,94.268093
2013-04-16,94.227831
2013-04-17,94.176136
2013-04-18,94.180723
2013-04-19,94.205847
2013-04-22,94.329368
2013-04-23,94.491245
2013-04-24,94.640819
2013-04-25,94.864166
2013-04-26,94.96997
2013-04-29,95.14547
2013-04-30,95.369676
2013-05-01,95.09975
2013-05-02,95.359971
2013-05-03,95.563281
2013-05-06,95.581714
2013-05-07,95.72952
2013-05-08,95.811194
2013-05-09,95.804372
2013-05-10,95.649761
2013-05-13,95.488442
2013-05-14,95.293758
2013-05-15,95.198919
2013-05-16,95.20599
2013-05-17,95.242597
2013-05-20,95.300651
2013-05-21,95.313837
2013-05-22,95.344429
2013-05-23,94.912493
2013-05-24,94.785348
2013-05-28,94.765064
2013-05-29,94.208927
2013-05-30,94.146979
2013-05-31,93.975835
2013-06-03,93.123738
2013-06-04,92.938188
2013-06-05,92.241096
2013-06-06,91.997494
2013-06-07,92.562977
2013-06-10,92.569976
2013-06-11,91.860335
2013-06-12,91.983926
2013-06-13,91.798178
2013-06-14,92.162681
2013-06-17,92.423022
2013-06-18,92.458319
2013-06-19,92.480186
2013-06-20,91.046897
2013-06-21,90.855277
2013-06-24,89.704939
2013-06-25,89.659995
2013-06-26,90.101174
2013-06-27,90.685015
2013-06-28,90.868659
2013-07-01,90.542594
2013-07-02,90.665868
2013-07-03,90.586666
2013-07-05,90.401744
2013-07-08,90.272821
2013-07-09,90.538448
2013-07-10,90.735575
2013-07-11,91.410437
2013-07-12,91.716317
2013-07-15,91.919542
2013-07-16,92.263308
2013-07-17,92.495171
2013-07-18,92.882308
2013-07-19,93.061926
2013-07-22,93.195121
2013-07-23,93.291687
2013-07-24,93.015881
2013-07-25,92.445072
2013-07-26,92.319449
2013-07-29,92.329125
2013-07-30,92.368502
2013-07-31,92.210363
2013-08-01,91.74732
2013-08-02,91.59089
2013-08-05,91.546014
2013-08-06,91.451311
2013-08-07,91.316219
2013-08-08,91.359157
2013-08-09,91.415876
2013-08-12,91.421885
2013-08-13,91.397245
2013-08-14,91.382113
2013-08-15,91.129692
2013-08-16,91.057481
2013-08-19,90.881468
2013-08-20,90.716879
2013-08-21,90.60403
2013-08-22,90.505712
2013-08-23,90.600153
2013-08-26,90.724251
2013-08-27,90.756777
2013-08-28,90.744991
2013-08-29,90.835701
2013-08-30,90.895691
2013-09-03,90.581307
2013-09-04,90.508228
2013-09-05,90.336062
2013-09-06,90.379895
2013-09-09,90.477147
2013-09-10,90.55146
2013-09-11,90.643927
2013-09-12,90.785153
2013-09-13,90.859362
2013-09-16,91.19699
2013-09-17,91.25481
2013-09-18,91.384508
2013-09-19,91.971376
2013-09-20,91.98972
2013-09-23,91.916292
2013-09-24,91.864348
2013-09-25,91.77854
2013-09-26,91.715737
2013-09-27,91.615882
2013-09-30,91.413531
2013-10-01,91.046469
2013-10-02,91.147461
2013-10-03,91.325067
2013-10-04,91.440359
2013-10-07,91.513863
2013-10-08,91.538147
2013-10-09,91.515871
2013-10-10,91.662871
2013-10-11,91.773796
2013-10-14,91.822536
2013-10-15,91.956778
2013-10-16,92.119594
2013-10-17,92.410689
2013-10-18,92.731694
2013-10-21,92.910179
2013-10-22,93.05266
2013-10-23,93.098662
2013-10-24,93.175073
2013-10-25,93.198265
2013-10-28,93.271416
2013-10-29,93.30735
2013-10-30,93.40705
2013-10-31,93.352889
2013-11-01,92.889306
2013-11-04,92.906887
2013-11-05,92.778034
2013-11-06,92.790697
2013-11-07,92.842275
2013-11-08,92.567289
2013-11-11,92.614876
2013-11-12,92.465076
2013-11-13,92.318988
2013-11-14,92.476161
2013-11-15,92.579423
2013-11-18,92.767349
2013-11-19,92.815935
2013-11-20,92.8549
2013-11-21,92.770726
2013-11-22,92.84604
2013-11-25,92.974411
2013-11-26,93.059346
2013-11-27,93.11059
2013-11-29,93.116496
2013-12-02,92.713621
2013-12-03,92.724075
2013-12-04,92.651682
2013-12-05,92.638983
2013-12-06,92.685266
2013-12-09,92.774591
2013-12-10,92.87412
2013-12-11,92.914117
2013-12-12,92.826559
2013-12-13,92.777703
2013-12-16,92.820082
2013-12-17,92.819768
2013-12-18,92.825524
2013-12-19,92.871696
2013-12-20,92.900838
2013-12-23,92.92591
2013-12-24,92.928626
2013-12-26,92.498265
2013-12-27,92.49509
2013-12-30,92.600496
2013-12-31,92.618105
2014-01-02,92.733081
2014-01-03,92.780077
2014-01-06,92.918422
2014-01-07,93.07773
2014-01-08,93.099184
2014-01-09,93.136509
2014-01-10,93.218028
2014-01-13,93.344929
2014-01-14,93.355662
2014-01-15,93.460982
2014-01-16,93.534531
2014-01-17,93.575516
2014-01-21,93.654396
2014-01-22,93.678125
2014-01-23,93.623014
2014-01-24,93.238501
2014-01-27,93.110007
2014-01-28,93.175427
2014-01-29,93.102304
2014-01-30,93.186864
2014-01-31,93.121618
2014-02-03,92.657013
2014-02-04,92.55314
2014-02-05,92.572339
2014-02-06,92.718832
2014-02-07,92.910328
2014-02-10,93.042969
2014-02-11,93.201791
2014-02-12,93.336551
2014-02-13,93.3994
2014-02-14,93.488163
2014-02-18,93.640218
2014-02-19,93.793385
2014-02-20,93.885391
2014-02-21,93.990502
2014-02-24,94.160023
2014-02-25,94.31173
2014-02-26,94.44417
2014-02-27,94.526601
2014-02-28,94.639289
2014-03-03,94.116201
2014-03-04,94.173877
2014-03-05,94.174547
2014-03-06,94.105439
2014-03-07,93.894293
2014-03-10,93.827107
2014-03-11,93.840212
2014-03-12,93.778761
2014-03-13,93.808887
2014-03-14,93.647041
2014-03-17,93.753521
2014-03-18,93.885911
2014-03-19,93.996739
2014-03-20,93.805503
2014-03-21,93.897451
2014-03-24,93.954388
2014-03-25,93.989153
2014-03-26,94.065458
2014-03-27,94.038354
2014-03-28,94.089502
2014-03-31,94.160217
2014-04-01,93.778992
2014-04-02,93.806444
2014-04-03,93.852189
2014-04-04,93.947821
2014-04-07,93.936347
2014-04-08,93.929045
2014-04-09,93.971771
2014-04-10,94.059369
2014-04-11,93.880041
2014-04-14,93.947181
2014-04-15,93.961032
2014-04-16,93.969127
2014-04-17,93.950606
2014-04-21,94.000166
2014-04-22,94.019216
2014-04-23,94.072666
2014-04-24,94.115015
2014-04-25,94.101184
2014-04-28,94.128856
2014-04-29,94.142531
2014-04-30,94.21698
2014-05-01,93.828162
2014-05-02,93.859243
2014-05-05,93.901197
2014-05-06,93.949646
2014-05-07,93.991004
2014-05-08,94.058038
2014-05-09,94.108865
2014-05-12,94.195528
2014-05-13,94.287971
2014-05-14,94.361612
2014-05-15,94.330904
2014-05-16,94.305386
2014-05-19,94.348728
2014-05-20,94.412201
2014-05-21,94.399405
2014-05-22,94.336393
2014-05-23,94.328762
2014-05-27,94.433501
2014-05-28,94.477918
2014-05-29,94.556268
2014-05-30,94.642091
2014-06-02,94.235998
2014-06-03,94.222405
2014-06-04,94.242105
2014-06-05,94.33164
2014-06-06,94.467357
2014-06-09,94.561519
2014-06-10,94.637481
2014-06-11,94.643168
2014-06-12,94.671985
2014-06-13,94.722217
2014-06-16,94.74506
2014-06-17,94.780322
2014-06-18,94.795683
2014-06-19,94.934403
2014-06-20,95.003947
2014-06-23,95.058409
2014-06-24,95.111919
2014-06-25,95.03768
2014-06-26,95.034472
2014-06-27,94.99305
2014-06-30,94.997546
2014-07-01,94.590173
2014-07-02,94.585547
2014-07-03,94.578087
2014-07-07,94.631661
2014-07-08,94.612569
2014-07-09,94.549896
2014-07-10,94.359767
2014-07-11,94.33265
2014-07-14,94.407882
2014-07-15,94.287622
2014-07-16,94.172677
2014-07-17,93.975193
2014-07-18,93.743349
2014-07-21,93.747155
2014-07-22,93.811067
2014-07-23,93.943059
2014-07-24,94.010902
2014-07-25,93.962647
2014-07-28,93.936504
2014-07-29,93.845128
2014-07-30,93.623712
2014-07-31,93.016432
2014-08-01,91.911982
2014-08-04,92.096464
2014-08-05,92.42583
2014-08-06,92.361315
2014-08-07,92.55628
2014-08-08,92.535125
2014-08-11,92.823232
2014-08-12,92.983394
2014-08-13,93.300091
2014-08-14,93.491791
2014-08-15,93.618359
2014-08-18,93.745839
2014-08-19,93.914767
2014-08-20,93.963886
2014-08-21,94.013945
2014-08-22,93.972485
2014-08-25,94.040905
2014-08-26,94.061597
2014-08-27,94.068344
2014-08-28,94.05456
2014-08-29,94.054774
2014-09-02,93.640964
2014-09-03,93.552943
2014-09-04,93.412347
2014-09-05,93.160386
2014-09-08,93.153019
2014-09-09,93.016737
2014-09-10,92.688046
2014-09-11,92.537669
2014-09-12,92.477483
2014-09-15,92.4494
2014-09-16,92.323003
2014-09-17,92.413791
2014-09-18,92.60068
2014-09-19,92.710123
2014-09-22,92.693308
2014-09-23,92.43722
2014-09-24,92.136374
2014-09-25,91.714166
2014-09-26,91.240109
2014-09-29,91.022042
2014-09-30,91.395756
2014-10-01,91.250956
2014-10-02,91.309013
2014-10-03,91.674143
2014-10-06,91.981428
2014-10-07,91.8426
2014-10-08,91.61034
2014-10-09,91.494767
2014-10-10,90.926488
2014-10-13,90.944001
2014-10-14,90.578963
2014-10-15,90.080923
2014-10-16,90.171258
2014-10-17,91.461981
2014-10-20,91.577262
2014-10-21,92.180093
2014-10-22,92.423746
2014-10-23,92.375573
2014-10-24,92.463812
2014-10-27,92.412602
2014-10-28,92.402055
2014-10-29,92.423976
2014-10-30,92.358422
2014-10-31,92.510294
2014-11-03,92.110356
2014-11-04,91.868086
2014-11-05,91.908882
2014-11-06,91.914801
2014-11-07,91.914198
2014-11-10,91.975336
2014-11-11,91.990826
2014-11-12,91.964585
2014-11-13,91.890898
2014-11-14,91.698961
2014-11-17,91.551233
2014-11-18,91.320086
2014-11-19,91.083263
2014-11-20,90.972483
2014-11-21,91.37189
2014-11-24,91.42893
2014-11-25,91.534576
2014-11-26,91.548276
2014-11-28,91.173228
2014-12-01,90.298215
2014-12-02,90.067727
2014-12-03,90.068804
2014-12-04,90.13115
2014-12-05,90.071379
2014-12-08,89.915463
2014-12-09,89.279963
2014-12-10,88.90832
2014-12-11,88.647907
2014-12-12,88.112637
2014-12-15,87.655271
2014-12-16,87.00971
2014-12-17,87.548476
2014-12-18,89.126057
2014-12-19,89.360533
2014-12-22,89.612504
2014-12-23,89.716387
2014-12-24,89.381713
2014-12-26,89.422345
2014-12-29,89.485779
2014-12-30,89.511819
2014-12-31,89.428549
2015-01-02,89.449955
2015-01-05,89.318658
2015-01-06,88.919963
2015-01-07,89.082986
2015-01-08,89.509238
2015-01-09,89.676238
2015-01-12,89.630242
2015-01-13,89.639676
2015-01-14,89.437673
2015-01-15,89.486147
2015-01-16,89.344425
2015-01-20,89.409182
2015-01-21,89.409638
2015-01-22,89.609592
2015-01-23,89.733404
2015-01-26,89.828104
2015-01-27,89.849725
2015-01-28,90.057511
2015-01-29,90.063678
2015-01-30,90.105987
2015-02-02,89.751613
2015-02-03,90.033473
2015-02-04,90.203324
2015-02-05,90.42777
2015-02-06,90.66529
2015-02-09,90.695815
2015-02-10,90.747809
2015-02-11,90.679389
2015-02-12,90.708274
2015-02-13,90.830696
2015-02-17,90.976095
2015-02-18,91.036838
2015-02-19,91.067724
2015-02-20,91.125474
2015-02-23,91.127254
2015-02-24,91.280156
2015-02-25,91.451816
2015-02-26,91.652379
2015-02-27,91.664935
2015-03-02,91.364068
2015-03-03,91.252359
2015-03-04,91.005738
2015-03-05,91.025375
2015-03-06,90.814091
2015-03-09,90.620828
2015-03-10,90.285043
2015-03-11,90.286202
2015-03-12,90.358185
2015-03-13,90.089068
2015-03-16,89.941293
2015-03-17,89.71753
2015-03-18,89.64033
2015-03-19,90.041177
2015-03-20,90.073505
2015-03-23,90.195548
2015-03-24,90.321594
2015-03-25,90.419881
2015-03-26,90.345231
2015-03-27,90.347024
2015-03-30,90.476299
2015-03-31,90.534378
2015-04-01,90.139648
2015-04-02,90.183186
2015-04-06,90.424059
2015-04-07,90.662516
2015-04-08,90.860635
2015-04-09,90.86856
2015-04-10,90.913595
2015-04-13,91.01688
2015-04-14,90.961443
2015-04-15,91.1213
2015-04-16,91.124425
2015-04-17,91.076103
2015-04-20,91.148187
2015-04-21,91.185303
2015-04-22,91.186673
2015-04-23,91.177018
2015-04-24,91.192036
2015-04-27,91.258131
2015-04-28,91.167099
2015-04-29,91.07843
2015-04-30,91.027
2015-05-01,90.60555
2015-05-04,90.687515
2015-05-05,90.679604
2015-05-06,90.497581
2015-05-07,90.377401
2015-05-08,90.572549
2015-05-11,90.681653
2015-05-12,90.295296
2015-05-13,90.453642
2015-05-14,90.515761
2015-05-15,90.59258
2015-05-18,90.639925
2015-05-19,90.550655
2015-05-20,90.491063
2015-05-21,90.554186
2015-05-22,90.558106
2015-05-26,90.613431
2015-05-27,90.65735
2015-05-28,90.678414
2015-05-29,90.682562
2015-06-01,90.296671
2015-06-02,90.206146
2015-06-03,90.036261
2015-06-04,89.842878
2015-06-05,89.530713
2015-06-08,89.469177
2015-06-09,89.220204
2015-06-10,89.205521
2015-06-11,89.352317
2015-06-12,89.297359
2015-06-15,89.069319
2015-06-16,88.969776
2015-06-17,89.054875
2015-06-18,89.173484
2015-06-19,89.338963
2015-06-22,89.495449
2015-06-23,89.477759
2015-06-24,89.460953
2015-06-25,89.315865
2015-06-26,89.176616
2015-06-29,88.708011
2015-06-30,88.684609
2015-07-01,88.46275
2015-07-02,88.521032
2015-07-06,88.292542
2015-07-07,88.178913
2015-07-08,88.045725
2015-07-09,88.156584
2015-07-10,88.248879
2015-07-13,88.370604
2015-07-14,88.424262
2015-07-15,88.540011
2015-07-16,88.57092
2015-07-17,88.322317
2015-07-20,88.217046
2015-07-21,87.967496
2015-07-22,87.508931
2015-07-23,87.422915
2015-07-24,87.35399
2015-07-27,86.998072
2015-07-28,87.021562
2015-07-29,87.497949
2015-07-30,87.840805
2015-07-31,87.868599
2015-08-03,87.417866
2015-08-04,87.387797
2015-08-05,87.331563
2015-08-06,87.059875
2015-08-07,86.689231
2015-08-10,86.608257
2015-08-11,86.282744
2015-08-12,85.887899
2015-08-13,86.108704
2015-08-14,86.134414
2015-08-17,86.147708
2015-08-18,86.105422
2015-08-19,85.941296
2015-08-20,85.730482
2015-08-21,85.501688
2015-08-24,84.580823
2015-08-25,85.104477
2015-08-26,85.160151
2015-08-27,85.567199
2015-08-28,85.836512
2015-08-31,85.915418
2015-09-01,85.44481
2015-09-02,85.474717
2015-09-03,85.716623
2015-09-04,85.670806
2015-09-08,85.913567
2015-09-09,86.171119
2015-09-10,86.089823
2015-09-11,86.120759
2015-09-14,86.121376
2015-09-15,86.016482
2015-09-16,85.722136
2015-09-17,85.648879
2015-09-18,85.549096
2015-09-21,85.463702
2015-09-22,84.915695
2015-09-23,84.793074
2015-09-24,84.285307
2015-09-25,84.096182
2015-09-28,83.171723
2015-09-29,82.758377
2015-09-30,82.863144
2015-10-01,82.310802
2015-10-02,81.962433
2015-10-05,82.542794
2015-10-06,83.099074
2015-10-07,83.893984
2015-10-08,84.078539
2015-10-09,84.660453
2015-10-12,84.703398
2015-10-13,84.580721
2015-10-14,84.491996
2015-10-15,84.427995
2015-10-16,84.686436
2015-10-19,84.836967
2015-10-20,85.060802
2015-10-21,85.089584
2015-10-22,84.967594
2015-10-23,85.255742
2015-10-26,85.238084
2015-10-27,85.049786
2015-10-28,85.146772
2015-10-29,85.15871
2015-10-30,85.133194
2015-11-02,84.915391
2015-11-03,85.059668
2015-11-04,85.130867
2015-11-05,84.796326
2015-11-06,84.448679
2015-11-09,84.141186
2015-11-10,83.867345
2015-11-11,83.881332
2015-11-12,83.429857
2015-11-13,83.069897
2015-11-16,82.893862
2015-11-17,83.214217
2015-11-18,83.210493
2015-11-19,82.865038
2015-11-20,82.69516
2015-11-23,82.588014
2015-11-24,82.432834
2015-11-25,82.556902
2015-11-27,82.594758
2015-11-30,82.705148
2015-12-01,82.623548
2015-12-02,82.846031
2015-12-03,82.546006
2015-12-04,82.267408
2015-12-07,81.87493
2015-12-08,81.315321
2015-12-09,81.292299
2015-12-10,81.16877
2015-12-11,80.094611
2015-12-14,79.080093
2015-12-15,79.596655
2015-12-16,80.074152
2015-12-17,80.014819
2015-12-18,79.454519
2015-12-21,79.384524
2015-12-22,79.55989
2015-12-23,79.901246
2015-12-24,79.598649
2015-12-28,79.580225
2015-12-29,79.890996
2015-12-30,79.958248
2015-12-31,79.974172
2016-01-04,79.672405
2016-01-05,79.999337
2016-01-06,80.079767
2016-01-07,79.748665
2016-01-08,79.863517
2016-01-11,79.574909
2016-01-12,79.449709
2016-01-13,79.031182
2016-01-14,78.590243
2016-01-15,77.64678
2016-01-19,77.619916
2016-01-20,76.459646
2016-01-21,76.917743
2016-01-22,77.810497
2016-01-25,78.053401
2016-01-26,78.191852
2016-01-27,78.373805
2016-01-28,78.597734
2016-01-29,78.86409
2016-02-01,78.364041
2016-02-02,77.870285
2016-02-03,77.63305
2016-02-04,77.76004
2016-02-05,77.407697
2016-02-08,76.365183
2016-02-09,75.899852
2016-02-10,76.214882
2016-02-11,75.193977
2016-02-12,75.77779
2016-02-16,76.336105
2016-02-17,77.096169
2016-02-18,77.432021
2016-02-19,77.178616
2016-02-22,77.642435
2016-02-23,77.603851
2016-02-24,77.405448
2016-02-25,77.915247
2016-02-26,78.630916
2016-02-29,79.103263
2016-03-01,79.319048
2016-03-02,79.825433
2016-03-03,80.031959
2016-03-04,80.506231
2016-03-07,80.694213
2016-03-08,80.447356
2016-03-09,80.276768
2016-03-10,80.453748
2016-03-11,81.235031
2016-03-14,81.401718
2016-03-15,81.011681
2016-03-16,80.814218
2016-03-17,81.389988
2016-03-18,81.835873
2016-03-21,81.93104
2016-03-22,81.786423
2016-03-23,81.563189
2016-03-24,80.960144
2016-03-28,80.889545
2016-03-29,80.626168
2016-03-30,81.040838
2016-03-31,81.292893
2016-04-01,80.926073
2016-04-04,81.073379
2016-04-05,80.771897
2016-04-06,81.106886
2016-04-07,80.965922
2016-04-08,81.253216
2016-04-11,81.452471
2016-04-12,81.736464
2016-04-13,82.303573
2016-04-14,82.508655
2016-04-15,82.385758
2016-04-18,82.391222
2016-04-19,82.905514
2016-04-20,83.183041
2016-04-21,83.189585
2016-04-22,83.099804
2016-04-25,83.002832
2016-04-26,83.100679
2016-04-27,83.367282
2016-04-28,83.760045
2016-04-29,83.576147
2016-05-02,83.210551
2016-05-03,82.846807
2016-05-04,82.59713
2016-05-05,82.500416
2016-05-06,82.195626
2016-05-09,82.214838
2016-05-10,82.463472
2016-05-11,82.725656
2016-05-12,82.752198
2016-05-13,82.649425
2016-05-16,82.830362
2016-05-17,82.955665
2016-05-18,82.898681
2016-05-19,82.443518
2016-05-20,82.755416
2016-05-23,82.886796
2016-05-24,83.14263
2016-05-25,83.376287
2016-05-26,83.440792
2016-05-27,83.438136
2016-05-31,83.52103
2016-06-01,82.909589
2016-06-02,83.00148
2016-06-03,83.11846
2016-06-06,83.446945
2016-06-07,83.747892
2016-06-08,84.107839
2016-06-09,84.004439
2016-06-10,83.62511
2016-06-13,83.466914
2016-06-14,82.849759
2016-06-15,83.04175
2016-06-16,82.562127
2016-06-17,82.918167
2016-06-20,83.554641
2016-06-21,83.51801
2016-06-22,83.670748
2016-06-23,83.973232
2016-06-24,83.213929
2016-06-27,82.487607
2016-06-28,82.632572
2016-06-29,83.325659
2016-06-30,83.659088
2016-07-01,83.661361
